ECAL/WS/T04,working,2023-09-29,Thermometer,#REF!,TSC/18-19/3158-4,internationalrefacclab,laboratory accredited by NABL (India)
ECAL/WS/E02,working,2023-09-29,Three Phase Clamp Meter,Laboratory Working Standard Clamp meter (ECAL/WS/E01)   calibrated and traceable to National Standards  (Cert#: DC/22/09/01),DC/22/09/01,national,
ECAL/WS/E04,working,2023-09-29,Standard Resistor Box,#REF!,DC/22/06/02,national,
ECAL/WS/M01,,2023-09-29,gauge blocks,"Laboratory working standard Grade 1 gauge blocks  set  (ECAL/WS/M01) traceable to International standards through manufactures certificate of inspection and  National Measurements Laboratory (Cert#: LN/15/02/01, LN/15/06/03, LN/15/05/09).",,,
ECAL/WS/T10,working,2023-09-29,Data logger,Laboratory Working Standard Temperature Data logger (ECAL/WS/T10) (Cert: ECAL/WS/T10/2021-1)  calibrated under ISO 17025 requirements. it provides traceability to International Standards of units through Reference Standard calibrated by a laboratory accredited by NABL (India)  (Cert#: TSC/20-21/2889-1),TSC/20-21/2889-1,,
ECAL/WS/W08,working,2023-09-29,Force Gauge,Laboratory Working Standard Force Gauge (ECAL/WS/W08) (Cert#: ECAL/WS/W08/2023-1)  calibrated & it provide traceability to International Standards of units through reference standard maintained at  SLSI.,ECAL/WS/W08/2023-1,national,
ECAL/WS/TT01,working,2023-09-29,Torque Tester,Laboratory Working Standard Torque Tester (ECAL/WS/TT01) (Cert#: TSC/23-24/10749-9)  calibrated under ISO 17025 requirements. It provides traceability to International Standards of units through laboratory accredited by NABL (India),TSC/23-24/10749-9,internationalacclab,
ECAL/WS/W09,,2023-09-29,Force Gauge,,SSI/CRT/SW/2020-21/028-02,internationalacclab,laboratory accredited by NABL (India)
ECAL/WS/AN-01,working,2023-09-29,Anemometer,Laboratory Working Standard Anemometer (ECAL/WS/AN-01) (Cert#: TSC/23-24/10749-3)  calibrated and traceable to International standards of units.,TSC/23-24/10749-3,international,laboratory accredited by NABL (India)
,,2023-09-29,,,,international,laboratory accredited by NABL (India)
ECAL/WS/E05,working,2023-09-29,RF Signal Generator,Laboratory Working Standard Signal Generator (ECAL/WS/E05) (Cert#: TF/22/09/02) calibrated and traceable to National Standards.,TF/22/09/02   For Multimeter,national,
ECAL/WS/E02,working,2023-09-29,6 & ½ Digit Multimeter,#REF!,TSC/23-24/10749-11,internationalrefacclab,laboratory accredited by NABL (India)
ECAL/WS/M06,working,2023-09-29,Gauge blocks,Laboratory Working Standard Gauge Blocks (ECAL/WS/M06) (Cert#: DM/23/02/06)  calibrated and traceable to National Standards.,DM/21/03/13 For Vernier caliper ,,
"ECAL/WS/W13/1 ,2",working,2023-09-29,Check Weight set,Laboratory Working Standard Check weight set (ECAL/RS/W02) (Cert#: SS-2208923)  calibrated under ISO 17025 requirements. It traceable to reference standard maintained at Industrial Technology Institute (ITI).,Weight set with mg weights (1mg to 1 kg),,
ECAL/WS/M03,working,2023-09-29,Steel Ruler,Laboratory Working Standard Steel Ruler (ECAL/WS/M03) (Cert#: ECAL/WS/M03/2023-1)  calibrated under ISO 17025 requirements. It provides traceability to International Standards of units through vernier caliper calibrated by ITI(Cert#: SS-2305847).,For Measuring tape,,
"(ECAL/WS/W17/A,B) ",working,2023-09-29,Check weight set,"Laboratory Working Standard Check weight set (ECAL/WS/W16, ECAL/WS/17A, ECAL/WS/17B) (Cert#: DM/1263/2023)  calibrated under ISO 17025 requirements. It traceable to reference standard maintained at Sri Lanka Standards Institution (SLSI). ","10 kg- 20 kg only ACC Scale (25,26)",,
ECAL/WS/W10,working,2023-09-29,Load Cell,Laboratory Reference Standard Load Cell (ECAL/WS/W10) (Cert#: DM/2469/2021)  calibrated under ISO 17025 accredited requirements and provides traceability to International Standards of units through Sri Lanka Standards Institution ,1000N,,
ECAL/WS/W11,working,2023-09-29,Load Cell,Laboratory Reference Standard Load Cell (ECAL/WS/W11) (Cert#: DM/2470/2021)  calibrated under ISO 17025 accredited requirements and provides traceability to International Standards of units through Sri Lanka Standards Institution ,5000 N,,
ECAL/WS/W12,working,2023-09-29,Load Cell,Laboratory Working Standard Load Cell (ECAL/WS/W12) (Cert#: SSI/CRT/SW/2023-24/086-01)  calibrated under ISO 17025 requirements. it provides traceability to International Standards of units through Reference Standard calibrated by laboratory accredited by NABL (India),1000 N      SSI/CRT/SW/2023-24/086-01,,
ECAL/WS/P05,working,2023-09-29,Pressure gauge ,Laboratory Working Standard Pressure gauge  (ECAL/WS/P05) (Cert#: PR/23/05/02) calibrated under ISO 17025 requirements. it provides traceability to International Standards of units through  National Measurement Laboratory. ,MPA Pressure gauge,,
ECAL/WS/P02,working,2023-09-29,Pressure Gauge,Laboratory Working Standard Pressure gauge  (ECAL/WS/P02) (Cert#: PR/23/05/03) calibrated under ISO 17025 requirements. It provides traceability to International Standards of units through  National Measurement Laboratory. ,mbar pressure gauge,,
ECAL/RS/W02,working,2023-09-29,,Laboratory Working Standard Check weight set (ECAL/RS/W02) (Cert#: SS-2208923)  calibrated under ISO 17025 requirements. It traceable to reference standard maintained at Industrial Technology Institute (ITI).,Weight set with mg weights (1mg to 200 g),,
ECAL/WS/T27,working,2023-09-29,Thermometer,Laboratory Working Standard Thermometer (ECAL/WS/T27) (Cert: ECAL/WS/T27/2023-2) calibrated under ISO 17025 requirements. it provides traceability to International Standards of units through Reference Standard calibrated by NABL(India). (Cert#: TSC/23-24/10749-14) ,0 -400 °C,,
ECAL/WS/T11,working,2023-09-29,Thermometer,Laboratory Working Standard Thermometer (ECAL/WS/T11) (Cert: ECAL/WS/T11/2023-2) calibrated under ISO 17025 requirements. it provides traceability to International Standards of units through Reference Standard calibrated by NABL(India). (Cert#: TSC/23-24/10749-14) ,0 -400 °C,,
Ph Buffer,working,2023-09-29,,"Accuracy of the instrument was checked against verified buffer solutions. (Cert#: 28C22, 30C24, 07G15)",,,
ECAL/WS/C12,working,2023-09-29,Stroboscope,Laboratory Working Standard Stroboscope (ECAL/WS/C12) (Cert: ECAL/WS/C12/2023-1) calibrated under ISO 17025 requirements. it provides traceability to International Standards of units through Reference Standard calibrated by NABL(India). (Cert#: TSC/23-24/10749-4) ,,,
ECAL/WS/MS-01,working,2023-09-29,Gauss Meter,Laboratory Working Standard Gauss Meter (ECAL/WS/MS-01) (Cert: TSC/23-24/10749-10) calibrated under ISO 17025 requirements. it provides traceability to International Standards of units through Reference Standard calibrated by NABL(India).,TSC/23-24/10749-10,,
ECAL/WS/T31,working,2023-09-29,Temperature Humidity Indicator,Laboratory Working Standard Temperature Humidity Indicator (ECAL/WS/T31) (Cert: CC287923000005371F) calibrated under ISO 17025 requirements. it provides traceability to International Standards of units through Reference Standard calibrated by NABL(India).,CC287923000005371F      Hygrometer,,
ECAL/WS/T06,working,2023-09-29,Thermometer,Laboratory Working Standard Thermometer (ECAL/WS/T06) (Cert: ECAL/WS/T06/2023-2) calibrated under ISO 17025 requirements. it provides traceability to International Standards of units through Reference Standard calibrated by NABL(India). (Cert#: TSC/23-24/10749-14) ,"Heat Transfer, Fusing",,
